App,BUILD.àÍä—áX
É^ÉCÉgÉã,5ëw6íi-XVF-YVF BBB_1
éÅñº,ITEC
ó™èÃ,óYåíçHã∆
<â◊èdÉPÅ[ÉX>,ñ}ó·
V,âîíºâ◊èdéû
S,êœê·â◊èdéû
EXL,ínêkéûXLâ¡óÕ
EXR,ínêkéûXRâ¡óÕ
EYL,ínêkéûYLâ¡óÕ
EYR,ínêkéûYRâ¡óÕ
WXL,ïóâ◊èdéûXLâ¡óÕ
WXR,ïóâ◊èdéûXRâ¡óÕ
WYL,ïóâ◊èdéûYLâ¡óÕ
WYR,ïóâ◊èdéûYRâ¡óÕ
V+É¬1ÅES,[ëΩê·ãÊàÊ]í∑ä˙
V+É¬2ÅES+EXL,[ëΩê·ãÊàÊ]íZä˙ínêkéûXLâ¡óÕ
V+É¬2ÅES+EXR,[ëΩê·ãÊàÊ]íZä˙ínêkéûXRâ¡óÕ
V+É¬2ÅES+EYL,[ëΩê·ãÊàÊ]íZä˙ínêkéûYLâ¡óÕ
V+É¬2ÅES+EYR,[ëΩê·ãÊàÊ]íZä˙ínêkéûYRâ¡óÕ
V+É¬2ÅES+WXL,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûXLâ¡óÕ
V+É¬2ÅES+WXR,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûXRâ¡óÕ
V+É¬2ÅES+WYL,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûYLâ¡óÕ
V+É¬2ÅES+WYR,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûYRâ¡óÕ
<Së¢íåê›åvâûóÕ>
íåïÑçÜ,äK,í ÇË,é≤,â◊èdÉPÅ[ÉX,Åyíåì™ÅzMx[kNm],Åyíåì™ÅzMy[kNm],ÅyíåãrÅzMx[kNm],ÅyíåãrÅzMy[kNm],Qx[kN],Qy[kN],N[kN]
C1X,3F,A,6,EYR,-0.6,2.6,0.4,-3.8,0.4,-2.5,38.7,
C2X,3F,A,7,EYR,-0.7,4.2,0.4,-6.7,0.4,-4.0,1.5,
C2X,4F,A,2,EYR,0.8,-0.4,-0.6,3.5,-0.5,1.5,1.0,
C1X,4F,A,3,EYR,0.7,-0.1,-0.5,2.5,-0.5,1.0,24.7,
C1X,4F,A,4,EYR,-0.2,-0.1,0.1,2.5,0.1,1.0,20.9,
C1X,4F,A,5,EYR,0.2,-0.1,-0.1,2.5,-0.1,1.0,20.9,
C1X,4F,A,6,EYR,-0.7,-0.1,0.5,2.5,0.5,1.0,24.7,
C2X,4F,A,7,EYR,-0.8,-0.4,0.6,3.5,0.5,1.5,1.0,
C2X,5F,A,2,EYR,1.1,0.0,-0.7,-0.4,-0.7,-0.2,0.4,
C1X,5F,A,3,EYR,1.0,0.0,-0.6,-0.2,-0.6,-0.1,10.8,
C1X,5F,A,4,EYR,-0.4,0.0,0.2,-0.2,0.2,-0.1,8.6,
C1X,5F,A,5,EYR,0.4,0.0,-0.2,-0.2,-0.2,-0.1,8.6,
C1X,5F,A,6,EYR,-1.0,0.0,0.6,-0.2,0.6,-0.1,10.8,
C2X,5F,A,7,EYR,-1.1,0.0,0.7,-0.4,0.7,-0.2,0.4,
C2Y,1F,B,1,EYR,-0.0,116.1,0.0,-258.7,0.0,-146.7,466.1,
C5,1F,B,2,EYR,-0.0,6.5,0.0,-84.6,0.0,-33.8,-0.0,
C5,1F,B,7,EYR,0.0,6.5,-0.0,-84.6,-0.0,-33.8,-0.0,
C2Y,1F,B,8,EYR,0.0,116.1,-0.0,-258.7,-0.0,-146.7,466.1,
C2Y,2F,B,1,EYR,-0.0,119.7,0.0,-125.6,0.0,-96.0,386.9,
C5,2F,B,2,EYR,-0.0,-21.7,0.0,2.4,0.0,8.9,-0.0,
C5,2F,B,7,EYR,0.0,-21.7,-0.0,2.4,-0.0,8.9,-0.0,
C2Y,2F,B,8,EYR,0.0,119.7,-0.0,-125.6,-0.0,-96.0,386.9,
C2Y,3F,B,1,EYR,-0.0,221.3,0.0,-189.6,0.0,-160.9,285.4,
C5,3F,B,2,EYR,-0.0,10.4,0.0,-17.1,0.0,-10.2,-0.0,
C5,3F,B,7,EYR,0.0,10.4,-0.0,-17.1,-0.0,-10.2,-0.0,
C2Y,3F,B,8,EYR,0.0,221.3,-0.0,-189.6,-0.0,-160.9,285.4,
C2Y,4F,B,1,EYR,-0.0,174.9,0.0,-130.8,0.0,-119.7,175.5,
C5,4F,B,2,EYR,-0.0,-0.5,0.0,8.8,0.0,3.5,-0.0,
C5,4F,B,7,EYR,0.0,-0.5,-0.0,8.8,-0.0,3.5,-0.0,
C2Y,4F,B,8,EYR,0.0,174.9,-0.0,-130.8,-0.0,-119.7,175.5,
C2Y,5F,B,1,EYR,-0.0,254.2,0.0,-146.2,0.0,-156.7,70.9,
C5,5F,B,2,EYR,-0.0,0.1,0.0,-0.5,0.0,-0.2,-0.0,
C5,5F,B,7,EYR,0.0,0.1,-0.0,-0.5,-0.0,-0.2,-0.0,
C2Y,5F,B,8,EYR,0.0,254.2,-0.0,-146.2,-0.0,-156.7,70.9,
C3Y,1F,C,1,EYR,-0.0,159.5,0.0,-373.4,0.0,-208.7,1989.0,
C3Y,1F,C,3,EYR,-0.0,133.1,0.0,-349.9,0.0,-189.1,1261.9,
C1Y,1F,C,4,EYR,-0.0,139.8,0.0,-318.6,0.0,-179.5,350.5,
C1Y,1F,C,5,EYR,0.0,139.8,-0.0,-318.6,-0.0,-179.5,350.5,
C3Y,1F,C,6,EYR,0.0,133.1,-0.0,-349.9,-0.0,-189.1,1261.9,
C3Y,1F,C,8,EYR,0.0,159.5,-0.0,-373.4,-0.0,-208.7,1989.0,
C3Y,2F,C,1,EYR,-0.0,188.9,0.0,-182.9,0.0,-145.6,2049.8,
C3Y,2F,C,3,EYR,-0.0,127.9,0.0,-158.6,0.0,-112.2,1205.5,
C1Y,2F,C,4,EYR,-0.0,140.7,0.0,-155.0,0.0,-115.8,289.4,
C1Y,2F,C,5,EYR,0.0,140.7,-0.0,-155.0,-0.0,-115.8,289.4,
C3Y,2F,C,6,EYR,0.0,127.9,-0.0,-158.6,-0.0,-112.2,1205.5,
C3Y,2F,C,8,EYR,0.0,188.9,-0.0,-182.9,-0.0,-145.6,2049.8,
C3Y,3F,C,1,EYR,-0.0,341.1,0.0,-287.6,0.0,-246.2,-110.4,
C3Y,3F,C,3,EYR,-0.0,261.4,0.0,-229.8,0.0,-192.3,1137.9,
C1Y,3F,C,4,EYR,-0.0,267.2,0.0,-227.4,0.0,-193.7,212.5,
C1Y,3F,C,5,EYR,0.0,267.2,-0.0,-227.4,-0.0,-193.7,212.5,
C3Y,3F,C,6,EYR,0.0,261.4,-0.0,-229.8,-0.0,-192.3,1137.9,
C3Y,3F,C,8,EYR,0.0,341.1,-0.0,-287.6,-0.0,-246.2,-110.4,
C3Y,4F,C,1,EYR,0.0,281.0,0.0,-210.9,-0.0,-192.6,-70.0,
C3Y,4F,C,3,EYR,-0.0,194.4,0.0,-146.1,0.0,-133.3,1069.1,
C1Y,4F,C,4,EYR,-0.0,213.3,0.0,-158.7,0.0,-145.7,128.6,
C1Y,4F,C,5,EYR,0.0,213.3,-0.0,-158.7,-0.0,-145.7,128.6,
C3Y,4F,C,6,EYR,0.0,194.4,-0.0,-146.1,-0.0,-133.3,1069.1,
C3Y,4F,C,8,EYR,-0.0,281.0,-0.0,-210.9,0.0,-192.6,-70.0,
C3Y,5F,C,1,EYR,0.0,378.3,-0.0,-226.6,-0.0,-236.8,-31.7,
C3Y,5F,C,3,EYR,-0.0,274.7,0.0,-155.3,0.0,-168.4,30.2,
C1Y,5F,C,4,EYR,-0.0,297.8,0.0,-174.7,0.0,-185.0,49.8,
C1Y,5F,C,5,EYR,0.0,297.8,-0.0,-174.7,-0.0,-185.0,49.8,
C3Y,5F,C,6,EYR,0.0,274.7,-0.0,-155.3,-0.0,-168.4,30.2,
C3Y,5F,C,8,EYR,-0.0,378.3,0.0,-226.6,0.0,-236.8,-31.7,
C5,1F,D,3,EYR,0.0,2.6,-0.0,-88.6,-0.0,-35.7,128.4,
C5,1F,D,4,EYR,0.0,2.6,-0.0,-88.4,-0.0,-35.6,16.6,
C5,1F,D,5,EYR,-0.0,2.6,0.0,-88.4,0.0,-35.6,16.6,
C5,1F,D,6,EYR,-0.0,2.6,0.0,-88.6,0.0,-35.7,128.4,
C5,2F,D,3,EYR,-0.0,-20.7,0.0,3.3,0.0,9.4,133.9,
C5,2F,D,4,EYR,-0.0,-20.6,0.0,3.3,0.0,9.4,17.5,
C5,2F,D,5,EYR,0.0,-20.6,-0.0,3.3,-0.0,9.4,17.5,
C5,2F,D,6,EYR,0.0,-20.7,-0.0,3.3,-0.0,9.4,133.9,
C5,3F,D,3,EYR,-0.0,9.0,0.0,-17.3,0.0,-10.3,164.1,
C5,3F,D,4,EYR,-0.0,9.0,0.0,-17.3,0.0,-10.3,17.3,
C5,3F,D,5,EYR,0.0,9.0,-0.0,-17.3,-0.0,-10.3,17.3,
C5,3F,D,6,EYR,0.0,9.0,-0.0,-17.3,-0.0,-10.3,164.1,
C5,4F,D,3,EYR,-0.0,-0.1,0.0,8.8,0.0,3.5,4.1,
C5,4F,D,4,EYR,-0.0,-0.1,0.0,8.8,0.0,3.5,18.7,
C5,4F,D,5,EYR,0.0,-0.1,-0.0,8.8,-0.0,3.5,18.7,
C5,4F,D,6,EYR,0.0,-0.1,-0.0,8.8,-0.0,3.5,4.1,
C5,5F,D,3,EYR,-0.0,0.0,0.0,-0.5,0.0,-0.2,2.2,
C5,5F,D,4,EYR,-0.0,0.0,0.0,-0.5,0.0,-0.2,-1.2,
C5,5F,D,5,EYR,0.0,0.0,-0.0,-0.5,-0.0,-0.2,-1.2,
C5,5F,D,6,EYR,0.0,0.0,-0.0,-0.5,-0.0,-0.2,2.2,
C3Y,1F,E,1,EYR,-0.0,188.8,0.0,-381.2,0.0,-223.2,82.8,
C3Y,1F,E,3,EYR,0.0,127.5,-0.0,-348.3,-0.0,-186.3,-1412.4,
C1Y,1F,E,4,EYR,0.0,139.3,-0.0,-318.4,-0.0,-179.2,-345.2,
C1Y,1F,E,5,EYR,-0.0,139.3,0.0,-318.4,0.0,-179.2,-345.2,
C3Y,1F,E,6,EYR,-0.0,127.5,0.0,-348.3,0.0,-186.3,-1412.4,
C3Y,1F,E,8,EYR,0.0,188.8,-0.0,-381.2,-0.0,-223.2,82.8,
C3Y,2F,E,1,EYR,-0.0,174.4,0.0,-203.0,0.0,-147.7,98.6,
C3Y,2F,E,3,EYR,0.0,115.4,-0.0,-152.2,-0.0,-104.8,-1361.3,
C1Y,2F,E,4,EYR,0.0,139.7,-0.0,-154.5,-0.0,-115.2,-284.5,
C1Y,2F,E,5,EYR,-0.0,139.7,0.0,-154.5,0.0,-115.2,-284.5,
C3Y,2F,E,6,EYR,-0.0,115.4,0.0,-152.2,0.0,-104.8,-1361.3,
C3Y,2F,E,8,EYR,0.0,174.4,-0.0,-203.0,-0.0,-147.7,98.6,
C3Y,3F,E,1,EYR,-0.0,317.2,0.0,-265.1,0.0,-228.0,71.4,
C3Y,3F,E,3,EYR,0.0,250.5,-0.0,-219.2,-0.0,-183.9,-154.3,
C1Y,3F,E,4,EYR,0.0,265.6,-0.0,-226.5,-0.0,-192.7,-208.4,
C1Y,3F,E,5,EYR,-0.0,265.6,0.0,-226.5,0.0,-192.7,-208.4,
C3Y,3F,E,6,EYR,-0.0,250.5,0.0,-219.2,0.0,-183.9,-154.3,
C3Y,3F,E,8,EYR,0.0,317.2,-0.0,-265.1,-0.0,-228.0,71.4,
C3Y,4F,E,1,EYR,-0.0,259.4,0.0,-193.8,0.0,-177.4,45.2,
C3Y,4F,E,3,EYR,-0.0,193.2,-0.0,-139.8,-0.0,-130.4,-90.8,
C1Y,4F,E,4,EYR,0.0,211.2,-0.0,-157.3,-0.0,-144.3,-125.7,
C1Y,4F,E,5,EYR,-0.0,211.2,0.0,-157.3,0.0,-144.3,-125.7,
C3Y,4F,E,6,EYR,0.0,193.2,0.0,-139.8,-0.0,-130.4,-90.8,
C3Y,4F,E,8,EYR,0.0,259.4,-0.0,-193.8,-0.0,-177.4,45.2,
C3Y,5F,E,1,EYR,-0.0,347.1,0.0,-208.3,0.0,-217.5,21.3,
C3Y,5F,E,3,EYR,-0.0,275.2,0.0,-156.3,0.0,-169.0,-32.9,
C1Y,5F,E,4,EYR,0.0,294.6,-0.0,-172.8,-0.0,-183.0,-48.5,
C1Y,5F,E,5,EYR,-0.0,294.6,0.0,-172.8,0.0,-183.0,-48.5,
C3Y,5F,E,6,EYR,0.0,275.2,-0.0,-156.3,-0.0,-169.0,-32.9,
C3Y,5F,E,8,EYR,0.0,347.1,-0.0,-208.3,-0.0,-217.5,21.3,
C2Y,1F,F,1,EYR,0.0,101.6,-0.0,-254.5,-0.0,-139.4,-401.0,
C5,1F,F,2,EYR,0.0,6.5,-0.0,-84.6,-0.0,-33.8,0.0,
C5,1F,F,7,EYR,-0.0,6.5,0.0,-84.6,0.0,-33.8,0.0,
C2Y,1F,F,8,EYR,-0.0,101.6,0.0,-254.5,0.0,-139.4,-401.0,
C2Y,2F,F,1,EYR,0.0,96.6,-0.0,-110.2,-0.0,-81.0,-334.2,
C5,2F,F,2,EYR,0.0,-21.7,-0.0,2.4,-0.0,8.9,0.0,
C5,2F,F,7,EYR,-0.0,-21.7,0.0,2.4,0.0,8.9,0.0,
C2Y,2F,F,8,EYR,-0.0,96.6,0.0,-110.2,0.0,-81.0,-334.2,
C2Y,3F,F,1,EYR,0.0,196.8,-0.0,-170.4,-0.0,-143.8,-246.4,
C5,3F,F,2,EYR,0.0,10.4,-0.0,-17.1,-0.0,-10.2,0.0,
C5,3F,F,7,EYR,-0.0,10.4,0.0,-17.1,0.0,-10.2,0.0,
C2Y,3F,F,8,EYR,-0.0,196.8,0.0,-170.4,0.0,-143.8,-246.4,
C2Y,4F,F,1,EYR,0.0,152.3,-0.0,-112.1,-0.0,-103.5,-150.7,
C5,4F,F,2,EYR,0.0,-0.5,-0.0,8.8,-0.0,3.5,0.0,
C5,4F,F,7,EYR,-0.0,-0.5,0.0,8.8,0.0,3.5,0.0,
C2Y,4F,F,8,EYR,-0.0,152.3,0.0,-112.1,0.0,-103.5,-150.7,
C2Y,5F,F,1,EYR,0.0,219.8,-0.0,-126.6,-0.0,-135.6,-60.4,
C5,5F,F,2,EYR,0.0,0.1,-0.0,-0.5,-0.0,-0.2,0.0,
C5,5F,F,7,EYR,-0.0,0.1,0.0,-0.5,0.0,-0.2,0.0,
C2Y,5F,F,8,EYR,-0.0,219.8,0.0,-126.6,0.0,-135.6,-60.4,
C2X,1F,G,2,EYR,-0.2,4.5,0.1,-31.9,0.1,-13.5,-2.1,
C1X,1F,G,3,EYR,-0.2,-4.7,0.1,-0.0,0.1,1.4,-60.1,
C1X,1F,G,4,EYR,0.1,-4.7,-0.0,-0.0,-0.0,1.4,-54.2,
C1X,1F,G,5,EYR,-0.1,-4.7,0.0,-0.0,0.0,1.4,-54.2,
C1X,1F,G,6,EYR,0.2,-4.7,-0.1,-0.0,-0.1,1.4,-60.1,
C2X,1F,G,7,EYR,0.2,4.5,-0.1,-31.9,-0.1,-13.5,-2.1,
C2X,2F,G,2,EYR,-0.5,-8.4,0.3,2.6,0.3,4.1,-1.8,
C1X,2F,G,3,EYR,-0.4,-4.9,0.3,-4.9,0.3,-0.0,-50.4,
C1X,2F,G,4,EYR,0.1,-4.9,-0.1,-4.9,-0.1,-0.0,-45.3,
C1X,2F,G,5,EYR,-0.1,-4.9,0.1,-4.9,0.1,-0.0,-45.3,
C1X,2F,G,6,EYR,0.5,-4.9,-0.3,-4.9,-0.3,-0.0,-50.4,
C2X,2F,G,7,EYR,0.5,-8.4,-0.3,2.6,-0.3,4.1,-1.8,
C2X,3F,G,2,EYR,-0.7,4.2,0.4,-6.7,0.4,-4.0,-1.5,
C1X,3F,G,3,EYR,-0.6,2.6,0.4,-3.8,0.4,-2.5,-37.6,
C1X,3F,G,4,EYR,0.1,2.6,-0.1,-3.8,-0.1,-2.5,-33.9,
C1X,3F,G,5,EYR,-0.1,2.6,0.1,-3.8,0.1,-2.5,-33.9,
C1X,3F,G,6,EYR,0.6,2.6,-0.4,-3.8,-0.4,-2.5,-37.6,
C2X,3F,G,7,EYR,0.7,4.2,-0.4,-6.7,-0.4,-4.0,-1.5,
C2X,4F,G,2,EYR,-0.8,-0.4,0.6,3.5,0.5,1.5,-1.0,
C1X,4F,G,3,EYR,-0.7,-0.1,0.5,2.5,0.5,1.0,-23.5,
C1X,4F,G,4,EYR,0.2,-0.1,-0.1,2.5,-0.1,1.0,-21.1,
C1X,4F,G,5,EYR,-0.2,-0.1,0.1,2.5,0.1,1.0,-21.1,
C1X,4F,G,6,EYR,0.7,-0.1,-0.5,2.5,-0.5,1.0,-23.5,
C2X,4F,G,7,EYR,0.8,-0.4,-0.6,3.5,-0.5,1.5,-1.0,
C2X,5F,G,2,EYR,-1.0,0.0,0.7,-0.4,0.7,-0.2,-0.4,
C1X,5F,G,3,EYR,-1.0,0.0,0.6,-0.2,0.6,-0.1,-10.2,
C1X,5F,G,4,EYR,0.3,0.0,-0.1,-0.2,-0.2,-0.1,-8.7,
C1X,5F,G,5,EYR,-0.3,0.0,0.1,-0.2,0.2,-0.1,-8.7,
C1X,5F,G,6,EYR,1.0,0.0,-0.6,-0.2,-0.6,-0.1,-10.2,
C2X,5F,G,7,EYR,1.0,0.0,-0.7,-0.4,-0.7,-0.2,-0.4,
