App,BUILD.àÍä—áX
É^ÉCÉgÉã,5ëw6íi-XVF-YVF BBB_1
éÅñº,ITEC
ó™èÃ,óYåíçHã∆
<â◊èdÉPÅ[ÉX>,ñ}ó·
V,âîíºâ◊èdéû
S,êœê·â◊èdéû
EXL,ínêkéûXLâ¡óÕ
EXR,ínêkéûXRâ¡óÕ
EYL,ínêkéûYLâ¡óÕ
EYR,ínêkéûYRâ¡óÕ
WXL,ïóâ◊èdéûXLâ¡óÕ
WXR,ïóâ◊èdéûXRâ¡óÕ
WYL,ïóâ◊èdéûYLâ¡óÕ
WYR,ïóâ◊èdéûYRâ¡óÕ
V+É¬1ÅES,[ëΩê·ãÊàÊ]í∑ä˙
V+É¬2ÅES+EXL,[ëΩê·ãÊàÊ]íZä˙ínêkéûXLâ¡óÕ
V+É¬2ÅES+EXR,[ëΩê·ãÊàÊ]íZä˙ínêkéûXRâ¡óÕ
V+É¬2ÅES+EYL,[ëΩê·ãÊàÊ]íZä˙ínêkéûYLâ¡óÕ
V+É¬2ÅES+EYR,[ëΩê·ãÊàÊ]íZä˙ínêkéûYRâ¡óÕ
V+É¬2ÅES+WXL,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûXLâ¡óÕ
V+É¬2ÅES+WXR,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûXRâ¡óÕ
V+É¬2ÅES+WYL,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûYLâ¡óÕ
V+É¬2ÅES+WYR,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûYRâ¡óÕ
<ëÂó¿ïîçﬁâûóÕ>
äK,í ÇË,é≤,â◊èdÉPÅ[ÉX,ML[kNm],MC[kNm],MR[kNm],QL[kN],QR[kN]
5F,3,F,EXR,5.0,2.5,0.0,1.0,-1.0
5F,4,A,EXR,-0.0,4.6,9.3,-1.9,1.9
5F,4,B,EXR,9.3,16.7,24.2,-1.9,1.9
5F,4,C,EXR,198.1,99.1,-0.0,52.8,-52.8
5F,4,D,EXR,-0.0,99.1,198.1,-52.8,52.8
5F,4,E,EXR,24.2,16.7,9.3,1.9,-1.9
5F,4,F,EXR,9.3,4.6,-0.0,1.9,-1.9
5F,5,A,EXR,-0.0,3.8,7.6,-1.6,1.6
5F,5,B,EXR,7.6,13.7,19.7,-1.6,1.6
5F,5,C,EXR,162.4,81.2,-0.0,43.3,-43.3
5F,5,D,EXR,-0.0,81.2,162.4,-43.3,43.3
5F,5,E,EXR,19.7,13.7,7.6,1.6,-1.6
5F,5,F,EXR,7.6,3.8,-0.0,1.6,-1.6
5F,6,A,EXR,0.0,-0.6,-1.1,0.2,-0.2
5F,6,B,EXR,-1.1,-2.1,-3.0,0.2,-0.2
5F,6,C,EXR,-33.7,-16.8,0.0,-9.0,9.0
5F,6,D,EXR,0.0,-16.8,-33.7,9.0,-9.0
5F,6,E,EXR,-3.0,-2.1,-1.1,-0.2,0.2
5F,6,F,EXR,-1.1,-0.6,0.0,-0.2,0.2
5F,7,A,EXR,0.0,-0.0,-0.0,0.0,-0.0
5F,7,B,EXR,-0.0,-0.0,-0.0,0.0,-0.0
5F,7,C,EXR,-0.0,0.0,0.0,-0.0,0.0
5F,7,D,EXR,0.0,0.0,-0.0,0.0,-0.0
5F,7,E,EXR,-0.0,-0.0,-0.0,-0.0,0.0
5F,7,F,EXR,-0.0,-0.0,0.0,-0.0,0.0
5F,8,B,EXR,0.0,-0.0,-0.0,0.0,-0.0
5F,8,C,EXR,-0.0,-0.0,0.0,-0.0,0.0
5F,8,D,EXR,0.0,-0.0,-0.0,0.0,-0.0
5F,8,E,EXR,-0.0,-0.0,0.0,-0.0,0.0
RF,1,B,EXR,-0.0,0.0,0.0,-0.0,0.0
RF,1,C,EXR,0.0,-0.0,-0.0,0.0,-0.0
RF,1,D,EXR,-0.0,0.0,0.0,-0.0,0.0
RF,1,E,EXR,0.0,0.0,-0.0,0.0,-0.0
RF,2,A,EXR,-0.0,0.0,0.0,-0.0,0.0
RF,2,B,EXR,0.0,0.0,0.0,-0.0,0.0
RF,2,C,EXR,0.0,-0.0,-0.0,0.0,-0.0
RF,2,D,EXR,-0.0,-0.0,0.0,-0.0,0.0
RF,2,E,EXR,0.0,0.0,0.0,0.0,-0.0
RF,2,F,EXR,0.0,0.0,-0.0,0.0,-0.0
RF,3,A,EXR,-0.0,4.9,9.7,-2.0,2.0
RF,3,B,EXR,9.7,17.5,25.4,-2.0,2.0
RF,3,C,EXR,130.7,65.3,-0.0,34.9,-34.9
RF,3,D,EXR,-0.0,65.3,130.7,-34.9,34.9
RF,3,E,EXR,25.4,17.5,9.7,2.0,-2.0
RF,3,F,EXR,9.7,4.9,-0.0,2.0,-2.0
RF,4,A,EXR,-0.0,7.4,14.8,-3.1,3.1
RF,4,B,EXR,14.8,26.6,38.5,-3.1,3.1
RF,4,C,EXR,153.7,76.8,-0.0,41.0,-41.0
RF,4,D,EXR,-0.0,76.8,153.7,-41.0,41.0
RF,4,E,EXR,38.5,26.6,14.8,3.1,-3.1
RF,4,F,EXR,14.8,7.4,-0.0,3.1,-3.1
RF,5,A,EXR,-0.0,6.0,12.1,-2.5,2.5
RF,5,B,EXR,12.1,21.8,31.5,-2.5,2.5
RF,5,C,EXR,125.9,62.9,-0.0,33.6,-33.6
RF,5,D,EXR,-0.0,62.9,125.9,-33.6,33.6
RF,5,E,EXR,31.5,21.8,12.1,2.5,-2.5
RF,5,F,EXR,12.1,6.0,-0.0,2.5,-2.5
RF,6,A,EXR,0.0,-1.1,-2.1,0.4,-0.4
RF,6,B,EXR,-2.1,-3.8,-5.5,0.4,-0.4
RF,6,C,EXR,-26.0,-13.0,0.0,-6.9,6.9
RF,6,D,EXR,0.0,-13.0,-26.0,6.9,-6.9
RF,6,E,EXR,-5.5,-3.8,-2.1,-0.4,0.4
RF,6,F,EXR,-2.1,-1.1,0.0,-0.4,0.4
RF,7,A,EXR,0.0,-0.0,-0.0,0.0,-0.0
RF,7,B,EXR,-0.0,-0.0,-0.0,0.0,-0.0
RF,7,C,EXR,-0.0,0.0,0.0,-0.0,0.0
RF,7,D,EXR,0.0,0.0,-0.0,0.0,-0.0
RF,7,E,EXR,-0.0,-0.0,-0.0,-0.0,0.0
RF,7,F,EXR,-0.0,-0.0,0.0,-0.0,0.0
RF,8,B,EXR,0.0,-0.0,-0.0,0.0,-0.0
RF,8,C,EXR,-0.0,0.0,0.0,-0.0,0.0
RF,8,D,EXR,0.0,0.0,-0.0,0.0,-0.0
RF,8,E,EXR,-0.0,-0.0,0.0,-0.0,0.0
1F,A,2,EYL,-0.2,-0.0,0.1,-0.0,0.0
1F,A,3,EYL,-0.0,-0.0,-0.0,-0.0,0.0
1F,A,4,EYL,0.0,0.0,0.0,-0.0,0.0
1F,A,5,EYL,-0.0,-0.0,-0.0,0.0,-0.0
1F,A,6,EYL,0.1,-0.0,-0.2,0.0,-0.0
1F,B,1,EYL,0.0,0.0,-0.0,0.0,-0.0
1F,B,7,EYL,-0.0,0.0,0.0,-0.0,0.0
1F,C,3,EYL,0.0,-0.0,-0.0,0.0,-0.0
1F,C,5,EYL,-0.0,-0.0,0.0,-0.0,0.0
1F,E,3,EYL,-0.0,-0.0,0.0,-0.0,0.0
1F,E,5,EYL,0.0,-0.0,-0.0,0.0,-0.0
1F,F,1,EYL,-0.0,-0.0,0.0,-0.0,0.0
1F,F,7,EYL,0.0,0.0,-0.0,0.0,-0.0
1F,G,2,EYL,0.2,0.0,-0.1,0.0,-0.0
1F,G,3,EYL,0.0,0.0,0.0,0.0,-0.0
1F,G,4,EYL,-0.0,-0.0,-0.0,0.0,-0.0
1F,G,5,EYL,0.0,0.0,0.0,-0.0,0.0
1F,G,6,EYL,-0.1,0.0,0.2,-0.0,0.0
2F,A,2,EYL,-0.7,0.1,0.9,-0.2,0.2
2F,A,3,EYL,0.3,0.2,0.1,0.1,-0.1
2F,A,3A,EYL,0.1,-0.1,-0.2,0.1,-0.1
2F,A,4,EYL,-0.0,-0.0,-0.0,0.0,-0.0
2F,A,4A,EYL,-0.0,-0.0,-0.0,0.0,-0.0
2F,A,5,EYL,-0.2,-0.1,0.1,-0.1,0.1
2F,A,5A,EYL,0.1,0.2,0.3,-0.1,0.1
2F,A,6,EYL,0.9,0.1,-0.7,0.2,-0.2
2F,B,1,EYL,0.0,-0.0,-0.0,0.0,-0.0
2F,B,7,EYL,-0.0,-0.0,0.0,-0.0,0.0
2F,C,1,EYL,-0.0,-0.0,-0.0,0.0,-0.0
2F,C,2,EYL,-0.0,-0.0,0.0,-0.0,0.0
2F,C,3,EYL,0.0,0.0,0.0,0.0,-0.0
2F,C,3A,EYL,-0.0,-0.0,-0.0,0.0,-0.0
2F,C,4,EYL,-0.0,0.0,0.0,-0.0,0.0
2F,C,4A,EYL,0.0,0.0,-0.0,0.0,-0.0
2F,C,5,EYL,-0.0,-0.0,-0.0,-0.0,0.0
2F,C,5A,EYL,0.0,0.0,0.0,-0.0,0.0
2F,C,6,EYL,0.0,-0.0,-0.0,0.0,-0.0
2F,C,7,EYL,-0.0,-0.0,-0.0,-0.0,0.0
2F,D,1,EYL,0.0,-0.0,-0.0,0.0,-0.0
2F,D,2,EYL,-0.0,-0.0,-0.0,-0.0,0.0
2F,D,3,EYL,-0.0,0.9,1.8,-0.5,0.5
2F,D,3A,EYL,1.8,0.9,0.0,0.5,-0.5
2F,D,4,EYL,-0.0,-0.0,-0.0,0.0,-0.0
2F,D,4A,EYL,0.0,0.0,-0.0,0.0,-0.0
2F,D,5,EYL,0.0,0.9,1.8,-0.5,0.5
2F,D,5A,EYL,1.8,0.9,-0.0,0.5,-0.5
2F,D,6,EYL,-0.0,-0.0,-0.0,0.0,-0.0
2F,D,7,EYL,-0.0,-0.0,0.0,-0.0,0.0
2F,E,1,EYL,-0.0,0.0,0.0,-0.0,0.0
2F,E,2,EYL,0.0,0.0,0.0,0.0,-0.0
2F,E,3,EYL,-0.0,-0.0,0.0,-0.0,0.0
2F,E,3A,EYL,-0.0,0.0,0.0,-0.0,0.0
2F,E,4,EYL,0.0,0.0,0.0,-0.0,0.0
2F,E,4A,EYL,0.0,0.0,0.0,0.0,-0.0
2F,E,5,EYL,0.0,0.0,-0.0,0.0,-0.0
2F,E,5A,EYL,-0.0,-0.0,-0.0,0.0,-0.0
2F,E,6,EYL,0.0,0.0,0.0,-0.0,0.0
2F,E,7,EYL,0.0,0.0,-0.0,0.0,-0.0
2F,F,1,EYL,-0.0,0.0,0.0,-0.0,0.0
2F,F,7,EYL,0.0,0.0,-0.0,0.0,-0.0
2F,G,2,EYL,0.7,-0.1,-0.9,0.2,-0.2
2F,G,3,EYL,-0.3,-0.2,-0.1,-0.1,0.1
2F,G,3A,EYL,-0.1,0.1,0.2,-0.1,0.1
2F,G,4,EYL,0.0,0.0,0.0,0.0,-0.0
2F,G,4A,EYL,0.0,0.0,0.0,0.0,-0.0
2F,G,5,EYL,0.2,0.1,-0.1,0.1,-0.1
2F,G,5A,EYL,-0.1,-0.2,-0.3,0.1,-0.1
2F,G,6,EYL,-0.9,-0.1,0.7,-0.2,0.2
3F,A,2,EYL,-1.1,0.2,1.6,-0.4,0.4
3F,A,3,EYL,0.5,0.3,0.1,0.1,-0.1
3F,A,3A,EYL,0.1,-0.1,-0.3,0.1,-0.1
3F,A,4,EYL,-0.0,-0.0,-0.0,0.0,-0.0
3F,A,4A,EYL,-0.0,-0.0,-0.0,0.0,-0.0
3F,A,5,EYL,-0.3,-0.1,0.1,-0.1,0.1
3F,A,5A,EYL,0.1,0.3,0.5,-0.1,0.1
3F,A,6,EYL,1.6,0.2,-1.1,0.4,-0.4
3F,B,1,EYL,0.0,-0.0,-0.0,0.0,-0.0
3F,B,7,EYL,-0.0,-0.0,0.0,-0.0,0.0
3F,C,1,EYL,-0.0,-0.0,-0.0,0.0,-0.0
3F,C,2,EYL,-0.0,-0.0,0.0,-0.0,0.0
3F,C,3,EYL,0.0,0.0,-0.0,0.0,-0.0
3F,C,3A,EYL,-0.0,-0.0,-0.0,0.0,-0.0
3F,C,4,EYL,-0.0,0.0,0.0,-0.0,0.0
3F,C,4A,EYL,-0.0,-0.0,-0.0,0.0,-0.0
3F,C,5,EYL,-0.0,-0.0,0.0,-0.0,0.0
3F,C,5A,EYL,0.0,0.0,0.0,-0.0,0.0
3F,C,6,EYL,0.0,-0.0,-0.0,0.0,-0.0
3F,C,7,EYL,-0.0,-0.0,-0.0,-0.0,0.0
3F,D,1,EYL,-0.0,0.0,0.0,-0.0,0.0
3F,D,2,EYL,0.0,0.0,0.0,-0.0,0.0
3F,D,3,EYL,-0.0,-0.0,0.0,-0.0,0.0
3F,D,3A,EYL,0.0,0.0,0.0,-0.0,0.0
3F,D,4,EYL,0.0,-0.0,-0.0,0.0,-0.0
3F,D,4A,EYL,0.0,0.0,0.0,0.0,-0.0
3F,D,5,EYL,0.0,0.0,0.0,0.0,-0.0
3F,D,5A,EYL,0.0,-0.0,-0.0,0.0,-0.0
3F,D,6,EYL,0.0,0.0,0.0,0.0,-0.0
3F,D,7,EYL,0.0,0.0,-0.0,0.0,-0.0
3F,E,1,EYL,-0.0,0.0,0.0,-0.0,0.0
3F,E,2,EYL,0.0,0.0,0.0,0.0,-0.0
3F,E,3,EYL,-0.0,-0.0,0.0,-0.0,0.0
3F,E,3A,EYL,0.0,0.0,0.0,-0.0,0.0
3F,E,4,EYL,0.0,0.0,0.0,-0.0,0.0
3F,E,4A,EYL,-0.0,-0.0,0.0,-0.0,0.0
3F,E,5,EYL,0.0,0.0,0.0,0.0,-0.0
3F,E,5A,EYL,-0.0,-0.0,-0.0,0.0,-0.0
3F,E,6,EYL,0.0,0.0,0.0,-0.0,0.0
3F,E,7,EYL,0.0,0.0,-0.0,0.0,-0.0
3F,F,1,EYL,-0.0,0.0,0.0,-0.0,0.0
3F,F,7,EYL,0.0,0.0,-0.0,0.0,-0.0
3F,G,2,EYL,1.2,-0.2,-1.6,0.4,-0.4
3F,G,3,EYL,-0.5,-0.3,-0.1,-0.1,0.1
3F,G,3A,EYL,-0.1,0.1,0.3,-0.1,0.1
3F,G,4,EYL,0.0,0.0,0.0,0.0,-0.0
3F,G,4A,EYL,0.0,0.0,0.0,0.0,-0.0
3F,G,5,EYL,0.3,0.1,-0.1,0.1,-0.1
3F,G,5A,EYL,-0.1,-0.3,-0.5,0.1,-0.1
3F,G,6,EYL,-1.6,-0.2,1.2,-0.4,0.4
4F,A,2,EYL,-1.5,0.3,2.0,-0.5,0.5
4F,A,3,EYL,0.6,0.4,0.1,0.1,-0.1
4F,A,3A,EYL,0.1,-0.1,-0.4,0.1,-0.1
4F,A,4,EYL,-0.0,-0.0,-0.0,-0.0,0.0
4F,A,4A,EYL,-0.0,-0.0,-0.0,-0.0,0.0
4F,A,5,EYL,-0.4,-0.1,0.1,-0.1,0.1
4F,A,5A,EYL,0.1,0.4,0.6,-0.1,0.1
4F,A,6,EYL,2.0,0.3,-1.5,0.5,-0.5
4F,B,1,EYL,0.0,-0.0,-0.0,0.0,-0.0
4F,B,7,EYL,-0.0,-0.0,0.0,-0.0,0.0
4F,C,1,EYL,-0.0,-0.0,-0.0,0.0,-0.0
4F,C,2,EYL,-0.0,-0.0,0.0,-0.0,0.0
4F,C,3,EYL,0.0,0.0,0.0,0.0,-0.0
4F,C,3A,EYL,-0.0,-0.0,-0.0,0.0,-0.0
4F,C,4,EYL,-0.0,0.0,0.0,-0.0,0.0
4F,C,4A,EYL,-0.0,-0.0,-0.0,-0.0,0.0
4F,C,5,EYL,-0.0,-0.0,0.0,-0.0,0.0
4F,C,5A,EYL,0.0,0.0,0.0,-0.0,0.0
4F,C,6,EYL,0.0,-0.0,-0.0,0.0,-0.0
4F,C,7,EYL,-0.0,-0.0,-0.0,-0.0,0.0
4F,D,1,EYL,-0.0,0.0,0.0,-0.0,0.0
4F,D,2,EYL,0.0,0.0,0.0,-0.0,0.0
4F,D,3,EYL,-0.0,0.4,0.7,-0.2,0.2
4F,D,3A,EYL,0.7,0.4,0.0,0.2,-0.2
4F,D,4,EYL,0.0,-0.0,-0.0,0.0,-0.0
4F,D,4A,EYL,0.0,0.0,0.0,-0.0,0.0
4F,D,5,EYL,0.0,0.4,0.7,-0.2,0.2
4F,D,5A,EYL,0.7,0.4,-0.0,0.2,-0.2
4F,D,6,EYL,0.0,0.0,0.0,0.0,-0.0
4F,D,7,EYL,0.0,0.0,-0.0,0.0,-0.0
4F,E,1,EYL,-0.0,0.0,0.0,-0.0,0.0
4F,E,2,EYL,0.0,0.0,0.0,0.0,-0.0
4F,E,3,EYL,-0.0,-0.0,0.0,-0.0,0.0
4F,E,3A,EYL,0.0,0.0,0.0,-0.0,0.0
4F,E,4,EYL,0.0,0.0,0.0,-0.0,0.0
4F,E,4A,EYL,-0.0,-0.0,0.0,-0.0,0.0
4F,E,5,EYL,0.0,0.0,0.0,0.0,-0.0
4F,E,5A,EYL,0.0,-0.0,-0.0,0.0,-0.0
4F,E,6,EYL,0.0,0.0,0.0,-0.0,0.0
4F,E,7,EYL,0.0,0.0,-0.0,0.0,-0.0
4F,F,1,EYL,-0.0,0.0,0.0,-0.0,0.0
4F,F,7,EYL,0.0,0.0,-0.0,0.0,-0.0
4F,G,2,EYL,1.5,-0.3,-2.1,0.5,-0.5
4F,G,3,EYL,-0.7,-0.4,-0.1,-0.1,0.1
4F,G,3A,EYL,-0.1,0.1,0.4,-0.1,0.1
4F,G,4,EYL,0.1,0.1,0.1,0.0,-0.0
4F,G,4A,EYL,0.1,0.1,0.1,0.0,-0.0
4F,G,5,EYL,0.4,0.1,-0.1,0.1,-0.1
4F,G,5A,EYL,-0.1,-0.4,-0.7,0.1,-0.1
4F,G,6,EYL,-2.1,-0.3,1.5,-0.5,0.5
5F,A,2,EYL,-1.8,0.3,2.4,-0.6,0.6
5F,A,3,EYL,0.7,0.4,0.1,0.2,-0.2
5F,A,3A,EYL,0.1,-0.2,-0.4,0.2,-0.2
5F,A,4,EYL,-0.0,-0.0,-0.0,-0.0,0.0
5F,A,4A,EYL,-0.0,-0.0,-0.0,-0.0,0.0
5F,A,5,EYL,-0.4,-0.2,0.1,-0.2,0.2
5F,A,5A,EYL,0.1,0.4,0.7,-0.2,0.2
5F,A,6,EYL,2.4,0.3,-1.8,0.6,-0.6
5F,B,1,EYL,0.0,-0.0,-0.0,0.0,-0.0
5F,B,7,EYL,-0.0,-0.0,0.0,-0.0,0.0
5F,C,1,EYL,-0.0,-0.0,-0.0,0.0,-0.0
5F,C,2,EYL,-0.0,-0.0,0.0,-0.0,0.0
5F,C,3,EYL,0.0,0.0,-0.0,0.0,-0.0
5F,C,3A,EYL,0.0,-0.0,-0.0,0.0,-0.0
5F,C,4,EYL,-0.0,0.0,0.0,-0.0,0.0
5F,C,4A,EYL,0.0,0.0,-0.0,0.0,-0.0
5F,C,5,EYL,-0.0,-0.0,-0.0,-0.0,0.0
5F,C,5A,EYL,0.0,0.0,0.0,-0.0,0.0
5F,C,6,EYL,0.0,-0.0,-0.0,0.0,-0.0
5F,C,7,EYL,-0.0,-0.0,-0.0,-0.0,0.0
5F,D,1,EYL,-0.0,-0.0,-0.0,0.0,-0.0
5F,D,2,EYL,-0.0,0.0,0.0,-0.0,0.0
5F,D,3,EYL,-0.0,-0.0,-0.0,-0.0,0.0
5F,D,3A,EYL,-0.0,0.0,0.0,-0.0,0.0
5F,D,4,EYL,0.0,0.0,0.0,-0.0,0.0
5F,D,4A,EYL,-0.0,-0.0,0.0,-0.0,0.0
5F,D,5,EYL,0.0,0.0,0.0,0.0,-0.0
5F,D,5A,EYL,0.0,-0.0,-0.0,0.0,-0.0
5F,D,6,EYL,0.0,0.0,-0.0,0.0,-0.0
5F,D,7,EYL,-0.0,-0.0,-0.0,-0.0,0.0
5F,E,1,EYL,0.0,0.0,0.0,-0.0,0.0
5F,E,2,EYL,0.0,0.0,-0.0,0.0,-0.0
5F,E,3,EYL,-0.0,-0.0,-0.0,-0.0,0.0
5F,E,3A,EYL,0.0,0.0,0.0,-0.0,0.0
5F,E,4,EYL,0.0,0.0,0.0,0.0,-0.0
5F,E,4A,EYL,-0.0,-0.0,0.0,-0.0,0.0
5F,E,5,EYL,0.0,0.0,0.0,0.0,-0.0
5F,E,5A,EYL,0.0,-0.0,-0.0,0.0,-0.0
5F,E,6,EYL,-0.0,0.0,0.0,-0.0,0.0
5F,E,7,EYL,0.0,0.0,0.0,0.0,-0.0
5F,F,1,EYL,-0.0,0.0,0.0,-0.0,0.0
5F,F,7,EYL,0.0,0.0,-0.0,0.0,-0.0
5F,G,2,EYL,1.8,-0.3,-2.5,0.6,-0.6
5F,G,3,EYL,-0.8,-0.5,-0.1,-0.2,0.2
5F,G,3A,EYL,-0.1,0.2,0.5,-0.2,0.2
5F,G,4,EYL,0.1,0.1,0.1,0.0,-0.0
5F,G,4A,EYL,0.1,0.1,0.1,0.0,-0.0
5F,G,5,EYL,0.5,0.2,-0.1,0.2,-0.2
5F,G,5A,EYL,-0.1,-0.5,-0.8,0.2,-0.2
5F,G,6,EYL,-2.5,-0.3,1.8,-0.6,0.6
RF,A,2,EYL,-1.1,0.4,2.0,-0.4,0.4
RF,A,3,EYL,0.9,0.6,0.2,0.2,-0.2
RF,A,3A,EYL,0.2,-0.1,-0.4,0.2,-0.2
RF,A,4,EYL,-0.1,-0.1,-0.1,-0.0,0.0
RF,A,4A,EYL,-0.1,-0.1,-0.1,-0.0,0.0
RF,A,5,EYL,-0.4,-0.1,0.2,-0.2,0.2
RF,A,5A,EYL,0.2,0.6,0.9,-0.2,0.2
RF,A,6,EYL,2.0,0.4,-1.1,0.4,-0.4
RF,B,1,EYL,0.0,-0.0,-0.0,0.0,-0.0
RF,B,7,EYL,-0.0,-0.0,0.0,-0.0,0.0
RF,C,1,EYL,-0.0,-0.0,-0.0,0.0,-0.0
RF,C,2,EYL,-0.0,-0.0,0.0,-0.0,0.0
RF,C,3,EYL,0.0,0.0,0.0,0.0,-0.0
RF,C,3A,EYL,0.0,-0.0,-0.0,0.0,-0.0
RF,C,4,EYL,-0.0,0.0,0.0,-0.0,0.0
RF,C,4A,EYL,-0.0,-0.0,-0.0,0.0,-0.0
RF,C,5,EYL,-0.0,-0.0,-0.0,-0.0,0.0
RF,C,5A,EYL,0.0,0.0,0.0,-0.0,0.0
RF,C,6,EYL,0.0,-0.0,-0.0,0.0,-0.0
RF,C,7,EYL,-0.0,-0.0,-0.0,-0.0,0.0
RF,D,1,EYL,-0.0,-0.0,-0.0,0.0,-0.0
RF,D,2,EYL,-0.0,0.0,0.0,-0.0,0.0
RF,D,3,EYL,-0.0,-0.0,-0.0,-0.0,0.0
RF,D,3A,EYL,-0.0,0.0,0.0,-0.0,0.0
RF,D,4,EYL,0.0,-0.0,-0.0,0.0,-0.0
RF,D,4A,EYL,0.0,0.0,0.0,-0.0,0.0
RF,D,5,EYL,0.0,0.0,0.0,0.0,-0.0
RF,D,5A,EYL,0.0,-0.0,-0.0,0.0,-0.0
RF,D,6,EYL,0.0,0.0,-0.0,0.0,-0.0
RF,D,7,EYL,-0.0,-0.0,-0.0,-0.0,0.0
RF,E,1,EYL,0.0,0.0,0.0,-0.0,0.0
RF,E,2,EYL,0.0,0.0,-0.0,0.0,-0.0
RF,E,3,EYL,-0.0,-0.0,0.0,-0.0,0.0
RF,E,3A,EYL,0.0,0.0,0.0,-0.0,0.0
RF,E,4,EYL,0.0,0.0,-0.0,0.0,-0.0
RF,E,4A,EYL,-0.0,-0.0,0.0,-0.0,0.0
RF,E,5,EYL,0.0,0.0,-0.0,0.0,-0.0
RF,E,5A,EYL,0.0,-0.0,-0.0,0.0,-0.0
RF,E,6,EYL,-0.0,0.0,0.0,-0.0,0.0
RF,E,7,EYL,0.0,0.0,0.0,0.0,-0.0
RF,F,1,EYL,-0.0,0.0,0.0,-0.0,0.0
RF,F,7,EYL,0.0,0.0,-0.0,0.0,-0.0
RF,G,2,EYL,1.2,-0.5,-2.1,0.4,-0.4
RF,G,3,EYL,-1.0,-0.6,-0.2,-0.2,0.2
RF,G,3A,EYL,-0.2,0.1,0.5,-0.2,0.2
RF,G,4,EYL,0.1,0.1,0.1,0.0,-0.0
RF,G,4A,EYL,0.1,0.1,0.1,0.0,-0.0
RF,G,5,EYL,0.5,0.1,-0.2,0.2,-0.2
RF,G,5A,EYL,-0.2,-0.6,-1.0,0.2,-0.2
RF,G,6,EYL,-2.1,-0.5,1.2,-0.4,0.4
1F,1,B,EYL,-366.0,-29.7,306.7,-87.4,87.4
1F,1,C,EYL,-253.0,-129.0,-5.0,-66.1,66.1
1F,1,D,EYL,-5.0,119.1,243.1,-66.1,66.1
1F,1,E,EYL,-297.2,39.4,376.1,-87.4,87.4
1F,2,A,EYL,-42.8,34.5,111.7,-32.2,32.2
1F,2,F,EYL,-111.7,-34.5,42.8,-32.2,32.2
1F,3,C,EYL,-497.3,-219.7,57.9,-148.0,148.0
1F,3,D,EYL,-59.3,220.9,501.1,-149.4,149.4
1F,4,C,EYL,-461.8,-201.7,58.4,-138.7,138.7
1F,4,D,EYL,-58.5,201.8,462.2,-138.8,138.8
1F,5,C,EYL,-461.8,-201.7,58.4,-138.7,138.7
1F,5,D,EYL,-58.5,201.8,462.2,-138.8,138.8
1F,6,C,EYL,-497.3,-219.7,57.9,-148.0,148.0
1F,6,D,EYL,-59.3,220.9,501.1,-149.4,149.4
1F,7,A,EYL,-42.8,34.5,111.7,-32.2,32.2
1F,7,F,EYL,-111.7,-34.5,42.8,-32.2,32.2
1F,8,B,EYL,-366.0,-29.7,306.7,-87.4,87.4
1F,8,C,EYL,-253.0,-129.0,-5.0,-66.1,66.1
1F,8,D,EYL,-5.0,119.1,243.1,-66.1,66.1
1F,8,E,EYL,-297.2,39.4,376.1,-87.4,87.4
2F,1,B,EYL,-268.3,-11.1,246.0,-66.8,66.8
2F,1,C,EYL,-244.4,-89.6,65.3,-82.6,82.6
2F,1,D,EYL,65.3,99.9,134.5,-18.4,18.4
2F,1,E,EYL,-303.7,1.2,306.0,-79.2,79.2
2F,2,A,EYL,-0.0,-0.0,0.0,-0.0,0.0
2F,2,B,EYL,-0.0,-0.0,0.0,-0.0,0.0
2F,2,C,EYL,0.0,0.0,0.0,-0.0,0.0
2F,2,D,EYL,0.0,-0.0,-0.0,0.0,-0.0
2F,2,E,EYL,-0.0,0.0,0.0,-0.0,0.0
2F,2,F,EYL,-0.0,0.0,0.0,-0.0,0.0
2F,3,A,EYL,-0.0,23.9,47.8,-10.0,10.0
2F,3,B,EYL,47.8,86.2,124.6,-10.0,10.0
2F,3,C,EYL,-229.0,-114.5,0.0,-61.1,61.1
2F,3,D,EYL,-0.0,124.0,248.0,-66.1,66.1
2F,3,E,EYL,-121.4,-84.0,-46.6,-9.7,9.7
2F,3,F,EYL,-46.6,-23.3,0.0,-9.7,9.7
2F,4,A,EYL,-0.0,21.2,42.5,-8.9,8.9
2F,4,B,EYL,42.5,76.6,110.7,-8.9,8.9
2F,4,C,EYL,-260.8,-130.4,0.0,-69.6,69.6
2F,4,D,EYL,-0.0,131.1,262.3,-70.0,70.0
2F,4,E,EYL,-110.5,-76.4,-42.4,-8.8,8.8
2F,4,F,EYL,-42.4,-21.2,0.0,-8.8,8.8
2F,5,A,EYL,-0.0,21.2,42.5,-8.9,8.9
2F,5,B,EYL,42.5,76.6,110.7,-8.9,8.9
2F,5,C,EYL,-260.8,-130.4,0.0,-69.6,69.6
2F,5,D,EYL,-0.0,131.1,262.3,-70.0,70.0
2F,5,E,EYL,-110.5,-76.4,-42.4,-8.8,8.8
2F,5,F,EYL,-42.4,-21.2,0.0,-8.8,8.8
2F,6,A,EYL,-0.0,23.9,47.8,-10.0,10.0
