App,BUILD.àÍä—áX
É^ÉCÉgÉã,5ëw6íi-XVF-YVF BBB_1
éÅñº,ITEC
ó™èÃ,óYåíçHã∆
<â◊èdÉPÅ[ÉX>,ñ}ó·
V,âîíºâ◊èdéû
S,êœê·â◊èdéû
EXL,ínêkéûXLâ¡óÕ
EXR,ínêkéûXRâ¡óÕ
EYL,ínêkéûYLâ¡óÕ
EYR,ínêkéûYRâ¡óÕ
WXL,ïóâ◊èdéûXLâ¡óÕ
WXR,ïóâ◊èdéûXRâ¡óÕ
WYL,ïóâ◊èdéûYLâ¡óÕ
WYR,ïóâ◊èdéûYRâ¡óÕ
V+É¬1ÅES,[ëΩê·ãÊàÊ]í∑ä˙
V+É¬2ÅES+EXL,[ëΩê·ãÊàÊ]íZä˙ínêkéûXLâ¡óÕ
V+É¬2ÅES+EXR,[ëΩê·ãÊàÊ]íZä˙ínêkéûXRâ¡óÕ
V+É¬2ÅES+EYL,[ëΩê·ãÊàÊ]íZä˙ínêkéûYLâ¡óÕ
V+É¬2ÅES+EYR,[ëΩê·ãÊàÊ]íZä˙ínêkéûYRâ¡óÕ
V+É¬2ÅES+WXL,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûXLâ¡óÕ
V+É¬2ÅES+WXR,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûXRâ¡óÕ
V+É¬2ÅES+WYL,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûYLâ¡óÕ
V+É¬2ÅES+WYR,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûYRâ¡óÕ
<Së¢ëÂó¿ê›åvâûóÕ>
ó¿ïÑçÜ,äK,í ÇË,é≤,â◊èdÉPÅ[ÉX,ç∂í[M[kNm],åpéËM[kNm],íÜâõM[kNm],åpéËM[kNm],âEí[M[kNm],ç∂í[Q[kN],åpéËQ[kN],íÜâõQ[kN],åpéËQ[kN],âEí[Q[kN]
B58,2F,E,2,EXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,2F,E,3,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,2F,E,3A,EXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,2F,E,4,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,2F,E,4A,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,2F,E,5,EXL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B49,2F,E,5A,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,2F,E,6,EXL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B58,2F,E,7,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,3F,E,1,EXL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B58,3F,E,2,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,3F,E,3,EXL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B49,3F,E,3A,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,3F,E,4,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,3F,E,4A,EXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,3F,E,5,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,3F,E,5A,EXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,3F,E,6,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,3F,E,7,EXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,4F,E,1,EXL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B58,4F,E,2,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,4F,E,3,EXL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B49,4F,E,3A,EXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,4F,E,4,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,4F,E,4A,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,4F,E,5,EXL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B49,4F,E,5A,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,4F,E,6,EXL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B58,4F,E,7,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,5F,E,1,EXL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B58,5F,E,2,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,5F,E,3,EXL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B49,5F,E,3A,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,5F,E,4,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,5F,E,4A,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,5F,E,5,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,5F,E,5A,EXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,5F,E,6,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,5F,E,7,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,RF,E,1,EXL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B58,RF,E,2,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,RF,E,3,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,RF,E,3A,EXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,RF,E,4,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,RF,E,4A,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,RF,E,5,EXL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B49,RF,E,5A,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,RF,E,6,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,RF,E,7,EXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,2F,F,1,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,2F,F,7,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,3F,F,1,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,3F,F,7,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,4F,F,1,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,4F,F,7,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,5F,F,1,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,5F,F,7,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,RF,F,1,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,RF,F,7,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G59X,2F,G,2,EXL,-163.1,-140.8,11.8,164.4,181.9,47.9,47.9,47.9,47.9,47.9
G59X,2F,G,3,EXL,-181.7,-163.1,-97.3,-31.5,0.0,51.2,51.2,51.2,51.2,51.2
G59X,2F,G,3A,EXL,0.0,31.5,97.3,163.1,181.8,51.2,51.2,51.2,51.2,51.2
G59X,2F,G,4,EXL,-182.3,-163.6,-97.6,-31.6,0.0,51.4,51.4,51.4,51.4,51.4
G59X,2F,G,4A,EXL,0.0,31.6,97.6,163.6,182.4,51.4,51.4,51.4,51.4,51.4
G59X,2F,G,5,EXL,-181.7,-163.0,-97.2,-31.5,-0.0,51.2,51.2,51.2,51.2,51.2
G59X,2F,G,5A,EXL,-0.0,31.4,97.2,162.9,181.6,51.2,51.2,51.2,51.2,51.2
G59X,2F,G,6,EXL,-181.9,-164.4,-11.8,140.7,163.0,47.9,47.9,47.9,47.9,47.9
G59X,3F,G,2,EXL,-168.5,-145.5,12.1,169.8,187.8,49.5,49.5,49.5,49.5,49.5
G59X,3F,G,3,EXL,-192.1,-172.3,-102.9,-33.5,-0.3,54.0,54.0,54.0,54.0,54.0
G59X,3F,G,3A,EXL,-0.3,32.9,102.3,171.7,191.4,54.0,54.0,54.0,54.0,54.0
G59X,3F,G,4,EXL,-191.7,-172.0,-102.6,-33.2,0.0,54.0,54.0,54.0,54.0,54.0
G59X,3F,G,4A,EXL,0.0,33.2,102.6,172.0,191.8,54.0,54.0,54.0,54.0,54.0
G59X,3F,G,5,EXL,-191.1,-171.4,-102.1,-32.8,0.3,53.9,53.9,53.9,53.9,53.9
G59X,3F,G,5A,EXL,0.3,33.5,102.8,172.1,191.8,53.9,53.9,53.9,53.9,53.9
G59X,3F,G,6,EXL,-187.8,-169.7,-12.1,145.4,168.4,49.5,49.5,49.5,49.5,49.5
G59X,4F,G,2,EXL,-167.0,-144.3,11.3,166.8,184.6,48.8,48.8,48.8,48.8,48.8
G59X,4F,G,3,EXL,-191.3,-171.7,-102.6,-33.5,-0.5,53.7,53.7,53.7,53.7,53.7
G59X,4F,G,3A,EXL,-0.5,32.6,101.6,170.7,190.3,53.7,53.7,53.7,53.7,53.7
G59X,4F,G,4,EXL,-190.7,-171.1,-102.1,-33.0,0.0,53.7,53.7,53.7,53.7,53.7
G59X,4F,G,4A,EXL,0.0,33.1,102.1,171.2,190.8,53.7,53.7,53.7,53.7,53.7
G59X,4F,G,5,EXL,-189.9,-170.4,-101.4,-32.5,0.5,53.6,53.6,53.6,53.6,53.6
G59X,4F,G,5A,EXL,0.5,33.5,102.4,171.3,190.9,53.6,53.6,53.6,53.6,53.6
G59X,4F,G,6,EXL,-184.5,-166.7,-11.3,144.2,166.9,48.8,48.8,48.8,48.8,48.8
G59X,5F,G,2,EXL,-226.7,-195.8,15.8,227.5,251.7,66.5,66.5,66.5,66.5,66.5
G59X,5F,G,3,EXL,-259.2,-232.6,-138.9,-45.2,-0.4,72.9,72.9,72.9,72.9,72.9
G59X,5F,G,3A,EXL,-0.4,44.5,138.1,231.8,258.4,72.9,72.9,72.9,72.9,72.9
G59X,5F,G,4,EXL,-259.3,-232.6,-138.7,-44.9,0.0,73.0,73.0,73.0,73.0,73.0
G59X,5F,G,4A,EXL,0.0,44.9,138.8,232.7,259.3,73.0,73.0,73.0,73.0,73.0
G59X,5F,G,5,EXL,-257.9,-231.4,-137.9,-44.4,0.4,72.8,72.8,72.8,72.8,72.8
G59X,5F,G,5A,EXL,0.4,45.1,138.6,232.1,258.7,72.8,72.8,72.8,72.8,72.8
G59X,5F,G,6,EXL,-251.6,-227.4,-15.8,195.7,226.6,66.4,66.4,66.4,66.4,66.4
G59X,RF,G,2,EXL,-176.0,-151.1,19.8,190.7,210.3,53.7,53.7,53.7,53.7,53.7
G59X,RF,G,3,EXL,-226.8,-203.7,-122.2,-40.8,-1.8,63.4,63.4,63.4,63.4,63.4
G59X,RF,G,3A,EXL,-1.8,37.2,118.6,200.1,223.2,63.4,63.4,63.4,63.4,63.4
G59X,RF,G,4,EXL,-222.0,-199.2,-118.8,-38.4,0.1,62.5,62.5,62.5,62.5,62.5
G59X,RF,G,4A,EXL,0.1,38.5,118.9,199.3,222.1,62.5,62.5,62.5,62.5,62.5
G59X,RF,G,5,EXL,-222.8,-199.7,-118.4,-37.1,1.8,63.3,63.3,63.3,63.3,63.3
G59X,RF,G,5A,EXL,1.8,40.7,122.0,203.3,226.4,63.3,63.3,63.3,63.3,63.3
G59X,RF,G,6,EXL,-210.3,-190.7,-19.8,151.0,176.0,53.6,53.6,53.6,53.6,53.6
G59Y,2F,1,B,EXL,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G004,2F,1,C,EXL,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
G005,2F,1,D,EXL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
G59Y,2F,1,E,EXL,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G59Y,3F,1,B,EXL,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G004,3F,1,C,EXL,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G005,3F,1,D,EXL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
G59Y,3F,1,E,EXL,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G59Y,4F,1,B,EXL,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G004,4F,1,C,EXL,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G005,4F,1,D,EXL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
G59Y,4F,1,E,EXL,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G59Y,5F,1,B,EXL,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G004,5F,1,C,EXL,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G005,5F,1,D,EXL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
G59Y,5F,1,E,EXL,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G59Y,RF,1,B,EXL,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G004,RF,1,C,EXL,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G005,RF,1,D,EXL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
G59Y,RF,1,E,EXL,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,2F,2,A,EXL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,2F,2,B,EXL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B20,2F,2,C,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B20,2F,2,D,EXL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,2F,2,E,EXL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B34,2F,2,F,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,3F,2,A,EXL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,3F,2,B,EXL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B20,3F,2,C,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B20,3F,2,D,EXL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,3F,2,E,EXL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B34,3F,2,F,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,4F,2,A,EXL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,4F,2,B,EXL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B20,4F,2,C,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B20,4F,2,D,EXL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,4F,2,E,EXL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B34,4F,2,F,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,5F,2,A,EXL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,5F,2,B,EXL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B20,5F,2,C,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B20,5F,2,D,EXL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,5F,2,E,EXL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B34,5F,2,F,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,RF,2,A,EXL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,RF,2,B,EXL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B20,RF,2,C,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B20,RF,2,D,EXL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,RF,2,E,EXL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B34,RF,2,F,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G004,2F,3,A,EXL,0.0,-0.1,-0.6,-1.0,-1.1,-0.2,-0.2,-0.2,-0.2,-0.2
G005,2F,3,B,EXL,-1.1,0.0,-2.0,0.0,-2.9,-0.2,0.0,-0.2,0.0,-0.2
G004,2F,3,C,EXL,-25.0,-22.4,-13.4,-4.4,-1.1,7.2,7.2,7.2,7.2,7.2
G005,2F,3,D,EXL,-1.1,0.0,-13.4,0.0,-25.0,-7.2,0.0,-7.2,0.0,-7.2
G004,2F,3,E,EXL,-2.9,-2.8,-2.0,-1.3,-1.1,0.2,0.2,0.2,0.2,0.2
G005,2F,3,F,EXL,-1.1,0.0,-0.6,0.0,0.0,0.2,0.0,0.2,0.0,0.2
G004,3F,3,A,EXL,0.0,-0.3,-1.1,-2.0,-2.3,-0.5,-0.5,-0.5,-0.5,-0.5
G005,3F,3,B,EXL,-2.3,0.0,-4.1,0.0,-5.8,-0.5,0.0,-0.5,0.0,-0.5
G004,3F,3,C,EXL,-45.0,-40.3,-24.1,-7.9,-1.9,12.9,12.9,12.9,12.9,12.9
G005,3F,3,D,EXL,-1.9,0.0,-24.1,0.0,-45.0,-12.9,0.0,-12.9,0.0,-12.9
G004,3F,3,E,EXL,-5.8,-5.6,-4.1,-2.6,-2.3,0.5,0.5,0.5,0.5,0.5
G005,3F,3,F,EXL,-2.3,0.0,-1.1,0.0,0.0,0.5,0.0,0.5,0.0,0.5
G004,4F,3,A,EXL,0.0,-0.2,-0.6,-1.1,-1.3,-0.3,-0.3,-0.3,-0.3,-0.3
G005,4F,3,B,EXL,-1.3,0.0,-2.3,0.0,-3.2,-0.3,0.0,-0.3,0.0,-0.3
G004,4F,3,C,EXL,-33.1,-29.7,-17.7,-5.8,-1.4,9.5,9.5,9.5,9.5,9.5
G005,4F,3,D,EXL,-1.4,0.0,-17.7,0.0,-33.1,-9.5,0.0,-9.5,0.0,-9.5
G004,4F,3,E,EXL,-3.2,-3.1,-2.3,-1.4,-1.3,0.3,0.3,0.3,0.3,0.3
G005,4F,3,F,EXL,-1.3,0.0,-0.6,0.0,0.0,0.3,0.0,0.3,0.0,0.3
G004,5F,3,A,EXL,0.0,-0.1,-0.6,-1.0,-1.1,-0.2,-0.2,-0.2,-0.2,-0.2
G005,5F,3,B,EXL,-1.1,0.0,-2.1,0.0,-2.9,-0.2,0.0,-0.2,0.0,-0.2
G004,5F,3,C,EXL,-31.4,-28.1,-16.8,-5.5,-1.3,9.0,9.0,9.0,9.0,9.0
G005,5F,3,D,EXL,-1.3,0.0,-16.8,0.0,-31.4,-9.0,0.0,-9.0,0.0,-9.0
G004,5F,3,E,EXL,-2.9,-2.8,-2.1,-1.3,-1.1,0.2,0.2,0.2,0.2,0.2
G005,5F,3,F,EXL,-1.1,0.0,-0.6,0.0,0.0,0.2,0.0,0.2,0.0,0.2
G004,RF,3,A,EXL,0.0,-0.3,-1.1,-1.9,-2.1,-0.4,-0.4,-0.4,-0.4,-0.4
G005,RF,3,B,EXL,-2.1,0.0,-3.8,0.0,-5.4,-0.4,0.0,-0.4,0.0,-0.4
G004,RF,3,C,EXL,-24.3,-21.7,-13.0,-4.3,-1.0,6.9,6.9,6.9,6.9,6.9
G005,RF,3,D,EXL,-1.0,0.0,-13.0,0.0,-24.3,-6.9,0.0,-6.9,0.0,-6.9
G004,RF,3,E,EXL,-5.4,-5.3,-3.8,-2.4,-2.1,0.4,0.4,0.4,0.4,0.4
G005,RF,3,F,EXL,-2.1,0.0,-1.1,0.0,0.0,0.4,0.0,0.4,0.0,0.4
G004,2F,4,A,EXL,-0.0,0.4,1.4,2.4,2.8,0.6,0.6,0.6,0.6,0.6
G005,2F,4,B,EXL,2.8,0.0,5.0,0.0,7.1,0.6,0.0,0.6,0.0,0.6
G004,2F,4,C,EXL,51.1,45.8,27.4,9.0,2.2,-14.6,-14.6,-14.6,-14.6,-14.6
G005,2F,4,D,EXL,2.2,0.0,27.4,0.0,51.1,14.6,0.0,14.6,0.0,14.6
G004,2F,4,E,EXL,7.1,6.9,5.0,3.1,2.8,-0.6,-0.6,-0.6,-0.6,-0.6
G005,2F,4,F,EXL,2.8,0.0,1.4,0.0,-0.0,-0.6,0.0,-0.6,0.0,-0.6
G004,3F,4,A,EXL,-0.0,0.6,2.5,4.4,5.1,1.1,1.1,1.1,1.1,1.1
G005,3F,4,B,EXL,5.1,0.0,9.2,0.0,13.0,1.1,0.0,1.1,0.0,1.1
G004,3F,4,C,EXL,94.1,84.3,50.4,16.5,4.0,-26.9,-26.9,-26.9,-26.9,-26.9
G005,3F,4,D,EXL,4.0,0.0,50.4,0.0,94.1,26.9,0.0,26.9,0.0,26.9
G004,3F,4,E,EXL,13.0,12.6,9.2,5.7,5.1,-1.1,-1.1,-1.1,-1.1,-1.1
G005,3F,4,F,EXL,5.1,0.0,2.5,0.0,-0.0,-1.1,0.0,-1.1,0.0,-1.1
G004,4F,4,A,EXL,-0.0,0.8,3.2,5.5,6.4,1.3,1.3,1.3,1.3,1.3
G005,4F,4,B,EXL,6.4,0.0,11.5,0.0,16.2,1.3,0.0,1.3,0.0,1.3
G004,4F,4,C,EXL,121.7,109.0,65.2,21.4,5.2,-34.8,-34.8,-34.8,-34.8,-34.8
G005,4F,4,D,EXL,5.2,0.0,65.2,0.0,121.7,34.8,0.0,34.8,0.0,34.8
G004,4F,4,E,EXL,16.2,15.7,11.5,7.2,6.4,-1.3,-1.3,-1.3,-1.3,-1.3
G005,4F,4,F,EXL,6.4,0.0,3.2,0.0,-0.0,-1.3,0.0,-1.3,0.0,-1.3
G004,5F,4,A,EXL,-0.0,1.0,3.8,6.6,7.6,1.6,1.6,1.6,1.6,1.6
G005,5F,4,B,EXL,7.6,0.0,13.7,0.0,19.3,1.6,0.0,1.6,0.0,1.6
G004,5F,4,C,EXL,151.6,135.8,81.2,26.6,6.5,-43.3,-43.3,-43.3,-43.3,-43.3
G005,5F,4,D,EXL,6.5,0.0,81.2,0.0,151.6,43.3,0.0,43.3,0.0,43.3
G004,5F,4,E,EXL,19.3,18.8,13.7,8.5,7.6,-1.6,-1.6,-1.6,-1.6,-1.6
G005,5F,4,F,EXL,7.6,0.0,3.8,0.0,-0.0,-1.6,0.0,-1.6,0.0,-1.6
G004,RF,4,A,EXL,-0.0,1.5,6.0,10.5,12.1,2.5,2.5,2.5,2.5,2.5
G005,RF,4,B,EXL,12.1,0.0,21.8,0.0,30.9,2.5,0.0,2.5,0.0,2.5
G004,RF,4,C,EXL,117.5,105.2,62.9,20.6,5.0,-33.6,-33.6,-33.6,-33.6,-33.6
G005,RF,4,D,EXL,5.0,0.0,62.9,0.0,117.5,33.6,0.0,33.6,0.0,33.6
G004,RF,4,E,EXL,30.9,30.0,21.8,13.6,12.1,-2.5,-2.5,-2.5,-2.5,-2.5
G005,RF,4,F,EXL,12.1,0.0,6.0,0.0,-0.0,-2.5,0.0,-2.5,0.0,-2.5
G004,2F,5,A,EXL,-0.0,0.4,1.5,2.7,3.1,0.6,0.6,0.6,0.6,0.6
G005,2F,5,B,EXL,3.1,0.0,5.6,0.0,7.9,0.6,0.0,0.6,0.0,0.6
G004,2F,5,C,EXL,57.6,51.5,30.8,10.1,2.5,-16.4,-16.4,-16.4,-16.4,-16.4
G005,2F,5,D,EXL,2.5,0.0,30.8,0.0,57.6,16.4,0.0,16.4,0.0,16.4
G004,2F,5,E,EXL,7.9,7.7,5.6,3.5,3.1,-0.6,-0.6,-0.6,-0.6,-0.6
G005,2F,5,F,EXL,3.1,0.0,1.5,0.0,-0.0,-0.6,0.0,-0.6,0.0,-0.6
G004,3F,5,A,EXL,-0.0,0.7,2.8,4.9,5.7,1.2,1.2,1.2,1.2,1.2
G005,3F,5,B,EXL,5.7,0.0,10.2,0.0,14.4,1.2,0.0,1.2,0.0,1.2
G004,3F,5,C,EXL,106.5,95.4,57.0,18.7,4.6,-30.4,-30.4,-30.4,-30.4,-30.4
G005,3F,5,D,EXL,4.6,0.0,57.0,0.0,106.5,30.4,0.0,30.4,0.0,30.4
G004,3F,5,E,EXL,14.4,14.0,10.2,6.4,5.7,-1.2,-1.2,-1.2,-1.2,-1.2
G005,3F,5,F,EXL,5.7,0.0,2.8,0.0,-0.0,-1.2,0.0,-1.2,0.0,-1.2
G004,4F,5,A,EXL,-0.0,1.0,3.8,6.6,7.5,1.6,1.6,1.6,1.6,1.6
G005,4F,5,B,EXL,7.5,0.0,13.5,0.0,19.2,1.6,0.0,1.6,0.0,1.6
G004,4F,5,C,EXL,144.1,129.1,77.2,25.3,6.2,-41.2,-41.2,-41.2,-41.2,-41.2
G005,4F,5,D,EXL,6.2,0.0,77.2,0.0,144.1,41.2,0.0,41.2,0.0,41.2
G004,4F,5,E,EXL,19.2,18.6,13.5,8.5,7.5,-1.6,-1.6,-1.6,-1.6,-1.6
G005,4F,5,F,EXL,7.5,0.0,3.8,0.0,-0.0,-1.6,0.0,-1.6,0.0,-1.6
